key,source,target
24/1/34#0,Export for Kindle format,Export for Kindle format
24/1/28#0,Export options,Export options
24/1/11#0,Advanced Settings,Advanced Settings
24/1/39#0,Please enter the title.,Please enter the title.
24/1/40#0,EPUB advanced settings,EPUB advanced settings
24/1/41#0,Advanced Settings for Kindle,Advanced Settings for Kindle
24/1/26#0,"Additional bibliographic information.
Use with the default settings if you don't need to change it.","Additional bibliographic information.
Use with the default settings if you don't need to change it."
24/1/69#0,Church Slavic,Church Slavic
24/1/89#0,Western Frisian,Western Frisian
24/1/91#0,Scottish Gaelic,Scottish Gaelic
24/1/99#0,Hiri Motu,Hiri Motu
24/1/104#0,"Interlingua
(International Auxiliary Language Association)","Interlingua
(International Auxiliary Language Association)"
24/1/149#0,Norwegian Bokmål,Norwegian Bokmål
24/1/150#0,North Ndebele,North Ndebele
24/1/154#0,Norwegian Nynorsk,Norwegian Nynorsk
24/1/156#0,South Ndebele,South Ndebele
24/1/178#0,Northern Sami,Northern Sami
24/1/214#0,Volapük,Volapük
26/1/15#0,Print file name settings,Print file name settings
26/1/18#0,Cover page,Cover page
26/1/19#0,Cover (inside),Cover (inside)
26/1/20#0,Back cover (inside),Back cover (inside)
26/1/21#0,Back cover page,Back cover page
26/1/22#0,Body pages,Body pages
28/1/6#0,Preset of brush shape settings,Preset of brush shape settings
28/1/7#0,Please enter name.,Please enter name.
29/1/2#0,Show slider,Show slider
29/1/3#0,Add current size to preset,Add current size to preset
29/1/7#0,Update preset with current size,Update preset with current size
29/1/4#0,Delete preset of current size,Delete preset of current size
29/1/6#0,Delete preset,Delete preset
29/1/8#0,Item size,Item size
30/1/45#0,For detecting pen pressure,For detecting pen pressure
30/1/46#0,Adjust pen pressure,Adjust pen pressure
30/1/47#0,Check adjusted settings,Check adjusted settings
30/1/36#0,"Adjust your pen pressure settings to get the perfect drawing feel. 
Setup will be finished in just two easy steps.

If you don’t have a tablet pen, select “Set up later”.","Adjust your pen pressure settings to get the perfect drawing feel. 
Setup will be finished in just two easy steps.

If you don’t have a tablet pen, select “Set up later”."
30/1/3#0,"Draw freely on the canvas with the pen. 
While drawing, intentionally vary your pen pressure as you would normally while drawing. 

When you’ve finished drawing, select “Check adjusted settings”.","Draw freely on the canvas with the pen. 
While drawing, intentionally vary your pen pressure as you would normally while drawing. 

When you’ve finished drawing, select “Check adjusted settings”."
30/1/18#0,"Failed to detect pen pressure from the pen.
Please try changing the following settings and try again.","Failed to detect pen pressure from the pen.
Please try changing the following settings and try again."
30/1/25#0,"Draw with the pen again to check the adjusted pen pressure settings.
You can make slight manual adjustments with the “Stronger” or “Lighter” buttons.","Draw with the pen again to check the adjusted pen pressure settings.
You can make slight manual adjustments with the “Stronger” or “Lighter” buttons."
30/1/38#0,Set up now,Set up now
30/1/5#0,Check adjusted settings,Check adjusted settings
30/1/40#0,Set up later,Set up later
30/1/29#0,Back to previous screen,Back to previous screen
30/1/9#0,Reset to default,Reset to default
30/1/14#0,If the “Check adjusted settings” button isn’t clickable even after drawing a line,If the “Check adjusted settings” button isn’t clickable even after drawing a line
30/1/20#0,Use Wintab tablet,Use Wintab tablet
30/1/22#0,Use Tablet PC,Use Tablet PC
30/1/43#0,Skip setup,Skip setup
30/1/11#0,Show pen pressure graph,Show pen pressure graph
30/1/48#0,Pen pressure,Pen pressure
30/1/52#0,You can edit these settings from the File menu > Pen Pressure Settings.,You can edit these settings from the File menu > Pen Pressure Settings.
30/1/53#0,You can edit these settings from the [CLIP STUDIO PAINT] menu > [Pen Pressure Settings].,You can edit these settings from the [CLIP STUDIO PAINT] menu > [Pen Pressure Settings].
30/1/54#0,You can edit these settings in Studio Mode from the Clip Studio Paint logo menu > Pen Pressure Settings.,You can edit these settings in Studio Mode from the Clip Studio Paint logo menu > Pen Pressure Settings.
31/1/3#0,The 3D data has been changed and can now be opened normally in Clip Studio Paint.,The 3D data has been changed and can now be opened normally in Clip Studio Paint.
32/1/3#0,"The 3D data has been changed and can now be opened normally in Clip Studio Paint.

Your report data has been saved. Please send this to our support team in order to investigate the issue.","The 3D data has been changed and can now be opened normally in Clip Studio Paint.

Your report data has been saved. Please send this to our support team in order to investigate the issue."
32/1/8#0,Contact our support team,Contact our support team
33/1/5#0,"Could not open %s normally.
Changes will be made in order to open the canvas.

Do you want to save reporting data before opening the canvas?
You can send the saved report data to our support team to investigate the issue.","Could not open %s normally.
Changes will be made in order to open the canvas.

Do you want to save reporting data before opening the canvas?
You can send the saved report data to our support team to investigate the issue."
33/1/26#0,Why am I seeing this message?,Why am I seeing this message?
33/1/27#0,Details of changes,Details of changes
33/1/15#0,Do not save,Do not save
35/1/11#0,Canvas Properties,Canvas Properties
35/1/5#0,Basic expression color,Basic expression color
35/1/8#0,Default frequency,Default frequency
36/1/23#0,Register for Auto Action,Register for Auto Action
36/1/5#0,Canvas Size,Canvas Size
36/1/9#0,Paper color,Paper color
36/1/11#0,Basic expression color,Basic expression color
36/1/13#0,Crop marks/Inner border,Crop marks/Inner border
36/1/22#0,Animation cel settings,Animation cel settings
36/1/15#0,Color profile settings,Color profile settings
36/1/17#0,Timeline settings,Timeline settings
36/1/3#0,Parameters to be registered for Auto Action,Parameters to be registered for Auto Action
37/1/18#0,Change Canvas Size,Change Canvas Size
37/1/10#0,Reference point,Reference point
37/1/13#0,Center canvas,Center canvas
37/1/19#0,Width size is invalid. Please enter a value between %d and %d.,Width size is invalid. Please enter a value between %d and %d.
37/1/20#0,Height size is invalid. Please enter a value between %d and %d.,Height size is invalid. Please enter a value between %d and %d.
37/1/21#0,Width size is invalid. Please enter a value between %.2f and %.2f.,Width size is invalid. Please enter a value between %.2f and %.2f.
37/1/22#0,Height size is invalid. Please enter a value between %.2f and %.2f.,Height size is invalid. Please enter a value between %.2f and %.2f.
37/1/23#0,The crop marks and inner border will be deleted if the canvas is not centered. Do you want to proceed?,The crop marks and inner border will be deleted if the canvas is not centered. Do you want to proceed?
